question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,AnswerEvaluator_semantic_similarity,AnswerEvaluator_faithfulness,RetrievalEvaluator_context_match,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_recall_at_3,RetrievalEvaluator_recall_at_5,RetrievalEvaluator_recall_at_10,RetrievalEvaluator_precision_at_10,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_waste,PerformanceEvaluator_answer_provided
What did John use the settlement money for?,John used the settlement money to buy a better coffee maker.,The provided context does not contain information about what John used the settlement money for. It ...,"the-ordinary-tuesday.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt",the-ordinary-tuesday.txt,7.248137950897217,10,medium,0.0,0.2408026755852843,0.11627906976744186,2.0,0.5714285714285714,0.670019188207669,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
What did John think about fighting entropy?,John thought fighting entropy is like yelling at gravity—undignified.,"According to the context, when Mr. Patel asked if John would fight the settlement notice (the ""invoi...","the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-last-book.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-ordinary-tuesday.txt,6.751049280166626,10,medium,0.0,0.45652173913043476,0.22580645161290322,2.0,0.7142857142857143,0.8103697720432406,1.0,1.0,0.14285714285714285,0.0,0.0,1.0,0.1,0,0.9,1.0
How did John cope with the house fire and what metaphor did he use?,"John coped by accepting it calmly, using the metaphor that life's a library where books burn but sto...","According to the context, John coped with the house fire by being ""merely present"" and not distraugh...","the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt",the-calm-storm-of-john-doe.txt,7.72844386100769,10,medium,0.0,0.12008281573498965,0.1935483870967742,2.0,0.7058823529411765,0.8152957258376465,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
What jobs did John apply for after losing his library job?,"Night security at a self-storage facility, part-time barista at a shop that only served oat-milk lat...","According to the provided context, after losing his library job due to budget cuts, John applied for...","the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt",the-library-of-small-disappointments.txt,7.793166160583496,10,hard,0.0,0.37175792507204614,0.421875,1.8461538461538463,0.84,0.8484978898900754,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
How did John handle his sister's death?,"He remained stoic, finished reading the paragraph he was on when she died, sat with her for a while,...","John handled his sister's death by sitting with her for a long time after she passed away, listening...","the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-quiet-clockwork-of-john-doe.txt,7.219311714172363,10,hard,0.0,0.029045643153526972,0.23809523809523808,1.457142857142857,0.35,0.8547563146684926,0.0,1.0,1.0,1.0,1.0,1.0,0.3,0,0.9,1.0
What were John's last requests?,A fresh pot of terrible coffee and that someone finish cataloguing the unfinished boxes of uncatalog...,John's last requests were for a fresh pot of truly terrible coffee and that someone finish catalogui...,"the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-last-book.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt",the-uninvited-guest.txt,6.612479209899902,10,hard,0.0,0.8831168831168831,0.76,1.2857142857142858,1.0,0.9050589813693819,0.0,1.0,0.5,1.0,1.0,1.0,0.3,0,0.9,1.0
What was John's philosophy about tragedy throughout his life?,"He saw tragedy as life's way of reminding us that control is an illusion, the universe's way of edit...","Throughout his life, John's philosophy about tragedy was that it is an inevitable and natural part o...","the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-wedding-that-wasnt.txt","the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt",8.110283374786377,10,hard,0.0,0.02346805736636245,0.16666666666666666,2.0,0.34782608695652173,0.8113299336276154,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6,0,0.7,1.0
What jobs did John have throughout his life?,"Junior assistant at Evergreen Public Library, cataloguing assistant at a private rare-book dealer, r...","According to the provided context:

1. Junior assistant at the Evergreen Public Library (at age 21)
...","the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt","the-library-of-small-disappointments.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt",8.862184286117554,10,hard,0.0,0.1172566371681416,0.13636363636363635,2.0,0.55,0.6305633087430687,0.16666666666666666,0.75,1.0,0.25,0.5,0.75,0.4,0,0.6,1.0
How did John's reactions to the bus accident and house fire reflect his philosophy?,"In both the bus accident and house fire, John reacted with philosophical detachment and calm accepta...",John's reactions to both the bus accident and the house fire reflected his philosophy of embracing t...,"the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt","the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt",10.198729038238525,10,hard,0.0,0.018575851393188854,0.11363636363636363,2.0,0.3793103448275862,0.856336107491084,0.0,1.0,1.0,1.0,1.0,1.0,0.4,0,0.8,1.0
What common theme connects John's job loss at the library and the archive closure?,Both events involved budget cuts or modernization leading to job changes; John lost his junior assis...,The provided context does not explicitly state what connects John's job loss at the library and the ...,"the-last-book.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt","the-library-of-small-disappointments.txt, the-last-book.txt",10.25283694267273,10,hard,0.0,0.08072487644151564,0.15873015873015872,2.0,0.48,0.8118760892930739,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,0.3,0,0.8,1.0
How did John's handling of his sister's death compare to his own cancer diagnosis?,John handled both with stoicism and calm; he finished reading to Mara and labeled her bracelet 'Act ...,The provided context does not directly compare John's handling of his sister's death and his own can...,"the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt","the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt",11.934422969818115,10,hard,0.0,0.022632519356759976,0.07894736842105263,2.0,0.21052631578947367,0.6926560053098385,0.2,1.0,1.0,1.0,1.0,1.0,0.4,0,0.8,1.0
What role did coffee play in John's life across events?,"Coffee was a constant ritual; he made terrible coffee during his cancer, requested terrible coffee a...","Across the provided contexts, coffee played various roles in John's life:

* In **The Uninvited Gues...","the-uninvited-guest.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt","the-uninvited-guest.txt, the-ordinary-tuesday.txt",8.982658386230469,10,hard,0.0,0.04525862068965517,0.10576923076923077,2.0,0.34782608695652173,0.8171489499678763,0.0,1.0,1.0,1.0,1.0,1.0,0.3,0,0.8,1.0
How did John's wedding cancellation and job losses show his resilience?,"John treated the wedding cancellation like a plot twist, feeding pigeons afterward, and after job lo...",The provided context does not contain information to answer this question regarding how John's weddi...,"the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt","the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt, the-last-book.txt",6.727540969848633,10,hard,0.0,0.04794520547945205,0.10294117647058823,1.935483870967742,0.18181818181818182,0.7133043533053604,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0,0.7,1.0
"What environmental event linked to John's settlement, and how did it tie to his health?",The chemical plant leak into Evergreen's water supply led to the settlement for potential health eff...,The provided context mentions that a chemical plant upstream had leaked into the river that supplied...,"the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt","the-ordinary-tuesday.txt, the-uninvited-guest.txt",7.597417593002319,10,hard,0.0,0.11254019292604502,0.1643835616438356,2.0,0.4090909090909091,0.8315216367905663,0.4,1.0,1.0,0.5,1.0,1.0,0.3,0,0.8,1.0
How did John's philosophy evolve from adolescence to death?,"From seeing accidents as 'bumper cars with reality' in adolescence, to accepting fire as 'editing th...",The provided context does not contain a comprehensive explanation of how John's philosophy evolved o...,"the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-last-book.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt","the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt",11.092243194580078,10,hard,0.0,0.02074688796680498,0.08333333333333333,2.0,0.32,0.7466871018336814,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0,0.7,1.0
What mementos did John keep from family tragedies?,"From his sister's death, John kept her hospital bracelet in his 'Act III' mementos box; tragedies li...",The provided context does not contain information about what mementos John kept from family tragedie...,"the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-last-book.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt",the-quiet-clockwork-of-john-doe.txt,6.658854961395264,10,hard,0.0,0.08353808353808354,0.2,1.4615384615384615,0.45,0.7896690682993647,0.0,1.0,0.5,1.0,1.0,1.0,0.3,0,0.9,1.0
How did books and libraries thread through John's career setbacks?,"John's library job loss led to rare-book cataloguing, then university archive work ending in digitiz...","The provided context does not contain information to answer this question comprehensively. However, ...","the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-library-of-small-disappointments.txt","the-library-of-small-disappointments.txt, the-last-book.txt, the-ordinary-tuesday.txt",8.495192766189575,10,hard,0.0,0.03916768665850673,0.10989010989010989,2.0,0.3684210526315789,0.7917127890634073,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.4,0,0.7,1.0
What ironies did John note in his life events?,"Ironies like a clock causing a fire, digitization closing an archive of physical books, and a water ...","The provided context mentions several ironies noted by John:

1. Accidents remind us that control is...","the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt","the-calm-storm-of-john-doe.txt, the-last-book.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt",9.444344997406006,10,hard,0.0,0.030895983522142123,0.06481481481481481,2.0,0.10526315789473684,0.6358744113736201,0.0,0.75,0.25,0.0,0.5,0.75,0.5,0,0.6,1.0
How did John's relationships with friends and family show his detachment?,"John offered observations instead of emotions to friends during cancer, was stoic with Mara during h...","The provided context does not contain information to answer this question comprehensively. However, ...","the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt","the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt",10.069313526153564,10,hard,0.0,0.017406440382941687,0.06153846153846154,2.0,0.3333333333333333,0.643790646885303,1.0,1.0,0.25,0.0,0.3333333333333333,1.0,0.5,0,0.7,1.0
What common items symbolized normalcy in John's tragedies?,"Coffee symbolized normalcy: terrible coffee during cancer, a new maker from settlement, and pretzels...",The provided context does not explicitly state what common items symbolized normalcy in John's trage...,"the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt","the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-wedding-that-wasnt.txt",7.879711389541626,10,hard,0.0,0.08722741433021806,0.04938271604938271,2.0,0.13333333333333333,0.7802492843280554,0.5,0.6666666666666666,0.14285714285714285,0.0,0.0,0.6666666666666666,0.3,0,0.7,1.0
How did Evergreen feature in John's life story?,"Evergreen was the suburb of his adolescence, home to his library job, water pollution settlement, an...","The provided context does not contain information to answer this question comprehensively. However, ...","the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt","the-absurd-adolescence-of-john-doe.txt, the-library-of-small-disappointments.txt, the-ordinary-tuesday.txt",9.573881387710571,10,hard,0.0,0.036637931034482756,0.09574468085106383,2.0,0.26666666666666666,0.6830993603138878,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,1.0,0.4,0,0.7,1.0
What role did reading play in John's coping mechanisms?,"John read philosophy to Mara, continued reading during chemo, and packed Montaigne's Essays last, us...",The provided context mentions that reading played a significant role in John's coping mechanisms. At...,"the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt","the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-last-book.txt",10.467955350875854,10,hard,0.0,0.016551724137931035,0.050955414012738856,2.0,0.4117647058823529,0.7406304364930387,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,0.6666666666666666,0.4,0,0.7,1.0
How did John's possessions reflect his philosophy?,"Clocks (causing fire), mementos box ('Act III'), philosophy books, and coffee rituals all embodied a...","John's possessions reflected his philosophy by being ordinary and unremarkable, much like himself. H...","the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt","the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt",8.815495252609253,10,hard,0.0,0.038751345532831,0.038834951456310676,2.0,0.1875,0.7644035256596298,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0,0.7,1.0
